person_tmdbId,movieId,role
80568,7787,null
150977,26007,null
78185,47721,null
97205,26009,null
50577,7075,null
53767,775,null
53767,3343,null
53767,3845,null
53767,674,null
41704,8136,null
14773,4710,null
14773,6428,null
14773,4855,Pedestrian Passing Harry's Car (uncredited)
14773,8340,null
14773,2664,null
14773,3427,null
14773,26117,null
8626,5966,null
10346,8684,null
10346,26151,null
10346,26052,null
39996,44197,null
39996,55805,null
39996,1404,null
39996,2479,null
39996,6468,null
39996,463,null
39996,2749,null
39996,6180,null
39996,4593,null
39996,4537,null
39996,6234,null
39996,8879,null
39996,3362,null
39996,3504,null
39996,3735,null
39996,37785,null
39996,3068,null
39996,5938,null
39996,3734,null
39996,6316,null
39996,1203,null
39996,69908,null
39996,3789,null
39996,7560,null
39996,8650,null
39743,89408,null
39743,7207,null
39743,6239,null
39743,26093,null
101225,6302,null
101225,7245,null
29662,5649,null
29662,2652,null
29662,3875,null
29662,2634,null
29662,5383,null
44623,3136,null
108764,5373,null
108764,3245,null
3376,6227,null
39853,5796,null
39853,3659,null
8501,7493,null
44878,3153,null
87521,3548,null
87521,26084,null
18907,3516,null
18907,8745,null
56141,1334,null
1023352,1334,null
4081,4998,null
4081,3451,null
4081,6777,null
4081,3469,null
4081,3379,null
4081,4799,null
12011,2519,null
12011,2856,null
12011,4792,Himself
12011,2781,Prologue Himself - Host (uncredited)
16745,5836,null
16745,26198,null
19708,3962,null
19708,4948,null
18854,6525,null
18854,3501,null
18854,3103,null
18854,7334,null
18854,41226,null
18854,4292,null
18854,6452,null
18854,8772,null
18854,3467,null
587603,854,null
2801,7238,null
73150,7916,null
76978,8484,null
76978,7564,null
76978,26082,null
1927,3465,null
1927,3394,null
1927,4666,null
1927,8596,null
1927,1125,null
1927,6663,null
1927,6143,null
1927,1081,null
1927,6658,null
1927,1083,null
1927,7073,null
1927,5004,null
1927,902,null
1927,4802,null
1927,6662,null
1927,4263,null
14567,123695,null
37302,841,null
89157,8138,null
15189,26350,null
15189,3788,null
15189,8195,null
15189,26094,null
102429,7958,null
102429,7995,null
102429,2783,null
102429,2784,null
102429,7959,null
102429,2782,null
102429,8137,Hospital Doctor
102429,4403,null
102429,2747,null
102429,4414,null
102429,2780,null
102429,8903,null
52140,2747,null
25826,30783,null
25826,3205,null
25826,3832,null
29715,7888,null
29715,1013,null
29715,1014,Fireman (Uncredited)
72709,7083,null
72709,5395,null
72709,4784,null
72709,4984,null
72709,5119,null
143635,7818,null
35318,8713,null
35318,6116,null
35318,7394,null
35318,1017,null
35318,3062,null
70448,2553,null
5970,7024,null
5970,32735,null
5970,49902,Allievo di Giotto
5970,51380,Geoffrey Chaucer
5970,6609,null
5970,39659,null
5970,6599,null
76882,5899,null
76882,5830,null
29504,6073,null
13776,3316,null
13776,880,null
13776,2278,null
13776,2475,null
13776,5062,null
13776,3634,null
13776,116012,null
13776,1267,null
13776,7062,null
79294,3627,'The Man' (uncredited)
94069,5981,null
5629,5981,null
1638759,32892,null
9956,6123,null
9956,8477,null
8502,4274,null
8502,3062,null
29664,106004,null
16888,6447,Col. Foster (as Alf Elson)
16888,8147,null
16888,4795,null
16888,4187,null
16888,5398,null
8482,4061,null
8482,3714,null
8482,6779,null
8482,5122,null
8482,26180,null
8482,1207,null
114433,4051,null
95526,3520,null
95526,4394,null
95526,3922,null
95526,3921,null
19304,61,null
19304,3325,null
19304,728,null
19304,1332,null
19304,3169,null
19304,3219,null
19304,3496,null
19304,8727,null
19304,3551,null
19304,8332,null
19304,7130,Theatre Director (uncredited)
19304,1952,null
19304,55078,null
19304,4687,Officer in Dream (uncredited)
99916,3351,null
99916,3344,Radio Announcer (voice) (uncredited)
105822,2554,null
100890,8015,null
100890,6414,null
89685,2057,null
39009,5022,null
20921,6229,null
20921,8903,null
13563,7152,null
13563,3178,null
13563,40817,null
13563,885,null
13563,289,null
13563,3072,null
13563,3251,null
13563,2852,null
13563,5522,null
13563,7060,null
13563,4857,null
13563,5926,null
13563,3420,null
13563,5801,null
13563,7085,null
13563,8494,null
13563,2764,null
13563,1950,null
13563,6182,null
82461,44597,null
83360,107081,null
65843,7771,null
86659,26111,null
544845,59805,null
544845,71755,null
544845,71433,null
1114891,2820,null
33727,26122,null
148601,3924,null
24882,199,Le client égaré / Le serveur (singing voice)
4385,1227,null
4385,7894,null
4385,1201,null
4385,3681,Whistling Bounty Hunter (voice) (uncredited)
4385,2951,null
4385,1209,null
144977,73854,null
144778,50740,Interviewer
96801,3224,null
90694,26131,null
70262,121126,null
70262,3873,null
27436,98126,null
27436,1667,null
27436,6454,null
27436,3370,null
27436,78903,null
27436,5475,null
27436,6101,null
27436,98473,null
4590,8196,TV Cameraman (uncredited)
4590,390,null
85840,6813,null
85840,6826,null
544700,4806,null
1190421,102666,null
1190421,107412,null
1190421,127052,"пятнадцатисуточник, новелла Напарник"
105866,40833,null
51875,8290,null
51875,6470,null
51875,6422,null
15671,26147,null
33513,7051,null
94988,7051,null
94988,5796,null
27728,26152,null
6778,2368,null
6778,4212,null
6778,2524,null
6778,2367,null
6778,6458,null
85309,32387,null
100888,52435,null
100888,8015,null
113285,52435,null
83413,2037,null
83413,2038,null
83413,1007,null
83413,8525,null
83413,7312,null
83413,2049,null
43816,4284,null
146225,2254,null
146225,34359,null
1931,7182,null
34613,7122,Adolf Hitler
87543,6584,null
107333,34517,null
24657,8964,null
24657,613,null
24657,2436,null
24657,3723,null
24657,5729,null
24657,3428,null
24657,3668,null
24657,3028,null
161267,4854,null
13859,2347,null
13859,1327,null
13859,4830,null
13859,1276,null
21113,556,null
21113,7979,null
21113,26163,null
18635,3682,null
18635,2530,null
18635,2922,null
89745,3460,null
3974,1120,null
3974,3174,null
3974,5646,null
3974,1193,null
3974,1225,null
3974,5847,null
3974,26422,null
3974,5142,null
3606,51044,null
1477275,110752,null
19665,4234,null
19665,2425,null
19665,155,null
19665,4117,Narrator
19665,2370,null
19665,1998,null
19665,2871,null
19665,7817,null
19665,2872,null
19665,3143,null
19665,26172,null
55692,3025,null
138006,65638,null
138006,26176,null
46611,3296,null
38914,4281,null
88458,3166,null
88458,26188,null
12009,3284,null
12009,4427,null
14999,33834,null
14999,2898,null
14999,6731,null
14999,2900,null
14999,7387,TV Director / Biker (uncredited)
14999,7492,Father Howard
14999,6395,null
14999,3016,null
14999,3805,null
14999,968,Washington Reporter
51313,8763,null
18592,5302,null
18592,4045,null
18592,114464,null
18592,59834,null
29646,2041,null
29646,8191,null
31022,114082,null
51373,8725,null
39779,4933,null
39779,6893,null
131565,111505,null
28615,5365,null
28615,2708,null
28615,6644,null
28615,5236,null
28615,26208,null
7067,5000,null
9868,3633,null
7501,2013,null
7501,8754,null
7501,5187,null
7501,5742,null
7501,2526,British Representative
114269,8388,null
1418,8264,null
1418,8797,null
1418,7484,Himself (uncredited)
139002,8264,null
139002,8797,null
139002,7484,null
1477,8797,null
1477,7484,null
18579,5597,null
18579,8039,null
66777,5341,The Interviewer (voice) (uncredited)
66777,3545,null
66777,6245,null
66777,26487,null
66777,2971,null
7767,6730,null
7767,3339,null
7767,8016,null
7767,7889,Will (uncredited)
7767,7895,null
7767,599,null
7767,7897,null
7767,6301,null
96909,4185,null
41222,6995,null
45791,5515,null
45791,26228,null
4964,3724,null
4964,3371,null
4964,3099,null
4964,3200,Bearded Man at Bar (uncredited)
4964,26229,Groom in Opening Shot (uncredited)
4964,1235,Bearded Man Watching Model Train (uncredited)
4964,1292,Man at File Cabinet at the Washington Post (uncredited)
125543,131,null
125543,45837,Himself
14132,1419,null
14132,7045,null
14132,816,null
14132,4716,null
14132,6184,null
14132,5105,null
14132,77291,null
14132,26231,null
30956,3216,Memmet
69946,4471,null
69946,6528,null
32327,77291,null
32327,5366,Waiter
32327,3459,Tourist
32327,4538,Cappadocian
32327,4518,Police Radio (voice)
32327,88106,null
32327,2877,null
32327,87884,Passenger getting off train in station (uncredited)
32327,6247,null
32327,26241,null
32327,5276,null
32327,4713,null
57885,7836,null
98539,37277,Himself
20937,7921,null
20937,26265,null
20937,4195,null
32154,32686,null
32154,2286,null
19789,32853,Himself - Interviewer
15175,95761,null
15175,3513,null
15175,6219,null
15175,77846,null
15175,424,null
15175,132,null
15175,7040,null
15175,2982,null
15175,26393,null
15175,1997,null
15175,1953,null
15175,4837,null
545675,26251,"Fernand, Clerk"
12112,5410,null
12112,5054,null
72433,4440,null
21544,7300,null
40402,32203,null
40402,4751,null
213341,5353,null
12964,1583,null
12964,26835,Minister (voice)
12964,437,null
12964,528,null
12964,6315,null
12964,2735,null
12964,2371,null
12964,2372,null
12964,4490,null
12964,5139,null
12964,8851,null
12964,1082,null
12964,34583,null
12964,5360,null
96423,74727,null
1645807,59935,null
16384,7228,null
16384,31150,"Fritz (voice, uncredited)"
16384,2116,null
16384,5002,(voice)
16384,5041,null
16384,3725,null
25182,5839,null
25182,5840,null
25182,26268,le chef d'orchestre
80702,5244,null
80702,62801,null
5140,50912,null
5140,35957,null
5140,2996,null
5140,1407,Janitor
5140,1717,Doctor
5140,3273,Man with Video Camera on Studio Tour
5140,366,Wes Craven
5140,93,null
5140,2465,null
5140,1347,null
5140,4541,null
5140,5588,null
5140,5569,null
5140,2668,null
21377,1862,null
21377,521,null
21377,26695,null
21377,1162,null
21377,4696,null
21377,4833,null
88148,7272,null
30715,86898,null
30715,42418,null
30715,2427,null
30715,2932,Mill Worker (uncredited)
30715,3741,Caller at Rich Man's House
79726,2400,null
79726,6230,null
106834,2137,null
106835,2137,null
95134,32632,null
57727,4441,null
57727,7482,null
57727,4717,null
34264,3655,null
52837,6051,null
57639,26294,null
53914,45942,null
49552,615,null
80260,3687,null
80260,2495,null
98199,2257,null
98199,26302,null
98199,5186,null
98199,68614,null
1150,103449,null
1150,48142,Screen Test Director (voice)
1150,3354,null
1150,5809,null
1150,648,null
1150,2126,null
1150,7636,null
1150,431,null
1150,2194,null
1150,3130,null
1150,4577,null
1150,3732,null
1150,4789,null
1150,1345,null
1150,26303,null
1150,7616,null
1150,4262,null
1150,5712,null
1150,4932,null
116155,66246,null
15663,27871,null
15663,4124,null
15663,3384,null
15663,6585,null
15663,2855,null
80261,4754,Minister (uncredited)
55668,2151,null
55668,6408,null
55668,2150,null
16544,1091,Jack Parker
16544,4550,null
16544,75990,null
16544,4353,null
16544,2403,null
16544,3506,null
12698,8859,null
12698,2555,null
12698,2751,null
12698,5980,null
12698,3689,null
12698,2804,Swede
12698,3688,null
19244,3432,null
19244,4469,null
19244,5352,null
19244,3430,null
19244,3431,null
38007,5984,null
38007,26317,null
5561,26320,null
82505,3771,null
184008,3590,Mr. Birnbaum
184008,4589,null
121643,3590,null
67750,2074,null
10051,8839,null
10051,2460,Man in Hotel Corridor
10051,2377,null
10051,2459,null
10051,3294,null
10051,1994,null
10051,3021,null
10051,31502,null
145797,8998,null
34262,5087,null
34262,5088,null
34262,5518,null
210193,26338,null
114518,5356,null
1002594,8264,null
2562524,8264,null
97646,4622,null
97646,4495,null
97646,31104,null
97646,55757,null
4955,6803,null
4955,4437,Narrator (voice) (uncredited)
4955,7115,Murderer's Hands (uncredited)
4955,6140,Narrator (Italian version) / Murderer's Hands (voice) (uncredited)
4955,3587,Narrator (voice) (uncredited)
13484,2657,null
85446,34435,null
141130,7892,null
26265,573,null
26265,2239,null
26265,2238,null
11770,4735,null
11770,849,null
11770,2328,null
11770,407,null
11770,332,Man at Gas Station Phone
11770,26603,null
11770,3740,Worker in Chinatown
11770,3699,Man in Helicopter
11770,4553,Voice That Says 'Sleep'
11770,1982,"Paul, Annie's Boyfriend (voice) (uncredited)"
11770,3726,Gang Member
11770,2517,null
11770,2288,Norwegian (video footage) (uncredited)
11770,1129,Secret Service #2 / Helicopter Pilot / Violin Player
11770,1128,Bennett
68457,5278,null
68457,5490,null
68457,3396,El Sleezo Cafe Waiter
9168,6187,Partygoer (uncredited)
9168,1416,null
9168,3179,Dr. Campbell
9168,518,null
9168,3706,null
9168,3060,Eejit Record Producer
9168,3106,null
9168,4326,null
9168,3498,null
9168,6798,null
9168,3342,null
9168,6127,null
9168,1298,null
9168,4936,null
66222,5382,null
66222,4945,null
5602,70927,null
5602,49932,null
5602,4848,null
5602,2966,null
5602,1464,null
5602,3262,Gordon Cole
5602,2076,null
5602,2021,Spice Miner
5602,7044,null
5602,3676,null
5602,2313,Man in the Bowler Hat in the Mob Chasing Merrick
1069525,104662,null
22020,49132,null
22020,1865,null
22020,1169,null
22020,26366,null
107276,114766,null
29494,32728,null
7187,43936,null
7187,6959,null
7187,1597,null
7187,1918,null
7187,2002,null
7187,368,null
7187,23,null
7187,2000,null
7187,3479,null
7187,2005,Policeman (uncredited)
7187,2001,null
7187,3087,null
7187,2640,null
7187,1350,null
7187,4929,null
13861,27646,null
13861,27410,null
13861,31284,null
52094,2522,null
59649,1043,null
59649,3439,News Manager
59649,5141,null
578,77866,null
578,62374,null
578,55765,null
578,105755,null
578,116887,null
578,94864,null
578,134130,null
578,6708,null
578,33162,null
578,3578,null
578,4148,null
578,5010,null
578,86,null
578,1586,null
578,3418,null
578,2956,null
578,2143,null
578,4572,null
578,5965,null
578,541,null
578,1214,null
47893,2748,null
47893,2014,null
47893,2034,Drone with Mask Removed (uncredited)
132305,50641,null
24279,98587,null
24279,59447,null
24279,4114,null
24279,71180,null
24279,6107,null
24281,98587,null
24281,59447,null
24281,4114,null
24281,71180,null
24281,6107,null
50739,52319,German Mortar Officer
50739,81660,Vice-President (as Enzo Girolami)
12840,415,null
12840,8268,Room-Service Waiter
12840,227,null
12840,89,null
12840,5553,null
12840,4545,null
12840,3214,null
12840,3705,null
12840,5693,null
12840,26464,null
12840,6979,null
12840,6665,null
72427,6592,null
72427,3721,null
72427,1733,null
72427,2507,null
72427,2267,null
72427,369,null
72427,5641,null
72427,57430,null
72427,26501,null
239180,105763,null
24380,4705,null
24380,4706,null
10930,2986,null
10930,3445,null
10930,7573,null
10930,1196,null
72172,5736,null
72172,5737,null
72172,5735,Leader of Flesh Eating Cult (uncredited)
72172,5734,null
56381,69458,null
56381,3509,Arnie Tishman
56381,1816,null
56381,7198,null
56381,5834,null
18533,7156,Himself
18533,3182,Interviewer
18533,1649,null
18533,6780,null
18533,1189,null
18533,26400,null
18533,5914,null
16411,26403,null
16411,6093,null
16411,5038,null
93410,5891,null
110922,4316,null
164641,26404,null
648,3993,null
648,517,null
648,7487,null
648,1295,null
648,7001,City Official on Phone (uncredited) (voice)
648,1231,null
648,5600,null
16187,2399,null
16187,3877,null
16187,1388,null
16187,1286,null
1018959,26409,null
2648917,3972,null
2648917,51277,null
2648917,102252,null
40187,2536,null
10249,1783,null
10249,6678,null
10249,1161,null
45572,26480,Oil Rig Assistant
45572,8906,Man Sitting in NYU Campus (uncredited)
45572,6000,null
84657,2241,null
84657,3135,null
1129542,3804,null
8858,45732,null
8858,110453,null
8858,84374,null
8858,4343,null
8858,1526,null
8858,1894,null
8858,440,null
8858,256,null
8858,6308,null
8858,2716,null
8858,7004,null
8858,2717,null
8858,4558,null
8858,1663,null
8858,3040,null
58245,99437,null
58245,6755,null
58245,3839,null
58245,3838,null
58245,3837,null
58245,4915,null
58245,2901,null
38585,5413,null
4600,2004,null
4600,2072,null
4600,4079,null
4600,7743,null
4600,26492,null
4600,1920,null
4600,3024,Scuba Diver #2 (uncredited)
4600,1130,null
4600,4121,null
4600,2003,null
4600,7990,Riot Cop with sunglasses (uncredited)
608,65261,null
608,118468,Neko Bâchan (Voice)
608,104283,null
608,31658,null
608,5618,null
608,3000,null
608,26776,null
608,6350,null
608,7099,null
608,26662,null
608,5971,null
608,8253,null
29433,4417,Professor Muller (uncredited)
29433,6132,Chief of Police
29433,3970,Town Clerk (uncredited)
29433,5165,Newspaper Editor (uncredited)
1870930,120821,null
5289,120821,null
12936,2027,null
12936,5541,null
12936,466,null
12936,2463,null
12936,5500,null
12936,2791,Religious zealot #6
3415,168,null
3415,587,null
3415,4728,null
3415,2463,null
3415,5500,null
3415,2791,null
21819,2534,null
21819,2405,null
21819,2787,null
21819,4207,null
21819,2121,null
21819,2525,null
66226,4498,null
66226,4714,null
22353,5305,Charles White
22353,2163,Janitor / Charles White
58021,2862,null
58022,2862,null
1458870,2862,null
47503,4831,null
1022680,4832,null
1229721,4836,null
127614,5042,null
35475,4213,null
35475,1974,null
152000,5182,null
67834,3619,null
44765,52831,Motel Manager
44765,4752,Al (Hotel Manager)
57922,1999,null
57922,5208,Dr. Fromme
552212,109205,null
108129,3971,null
102445,2682,null
102445,5447,null
102445,800,null
102445,1187,null
102445,314,null
102445,3090,Hardshell Preacher
102445,32464,Carl
102445,4322,Ring Lardner
102445,3700,Man in Black
102445,5238,Howie
51760,5241,null
18878,60937,null
18878,97742,null
18878,128592,null
18878,34334,null
18878,4369,Pizza Hut Delivery Guy
18878,3484,null
18878,5507,null
18878,798,null
18878,653,null
18878,5055,Enter The Dragon Director
18878,8853,null
101108,5700,null
24,72294,null
24,97923,null
24,138208,null
24,8965,null
24,55995,null
24,4022,null
24,3798,null
24,1584,null
24,3258,null
24,356,null
24,1270,null
24,2406,null
24,2012,null
24,2011,null
24,2987,null
24,5125,null
142594,5932,null
142594,71650,null
1254,3235,null
51521,27912,null
51521,3886,null
51521,5705,null
8844,6250,null
8844,2883,null
8844,2112,null
8844,383,null
8844,236,null
8844,7027,null
8844,4464,null
8844,2352,null
8844,2917,null
5231,7458,null
5231,45442,null
5231,3755,null
5231,1608,null
5231,6476,null
5231,474,null
5231,292,null
5231,2161,Man who drops Milk (uncredited)
5231,7481,null
5231,1233,null
70415,5715,null
20556,69118,null
20556,26564,null
20556,6828,null
20556,681,null
51516,2044,null
37451,7042,null
37451,1264,null
19800,3102,null
19800,1210,Maj. Marquand - AT-ST Driver / EV-9D9 (voice) (uncredited)
19800,5732,null
167786,5655,null
58712,2107,null
58712,2713,Airplane Pilot
58712,3269,null
58712,2473,null
58712,2148,null
58712,4682,null
58712,1976,Newscaster
58712,1975,null
102334,5746,null
33341,26462,Judge
33341,1983,null
70616,610,null
930633,5765,null
225898,8943,null
225898,6706,null
225898,3720,null
225898,2075,Theatre Party Attendant (uncredited)
100807,5778,null
2710,72998,null
2710,1721,Steerage Dancer (uncredited)
2710,589,null
2710,380,null
2710,1200,null
2710,1240,null
2710,1127,null
2710,5779,null
103129,5779,null
40542,7459,null
40542,4122,null
40542,6786,null
40542,4179,null
32082,3621,null
18563,5782,null
5632,2415,null
5632,5846,null
41550,762,null
41550,3239,null
41550,3614,null
41550,361,null
41550,6974,null
41550,5857,null
108128,5868,null
108128,2659,null
140354,2546,null
140354,55,null
140354,5869,null
236545,5913,null
27746,2792,null
35256,1326,null
96445,5288,null
96447,5288,null
86250,8892,null
86250,26684,Passenger
86250,8893,null
86250,6602,null
86250,4697,null
8246,77837,null
8246,58432,null
8246,48593,null
8246,7448,null
8246,3078,null
8246,4844,null
8246,1061,null
8246,1779,null
8246,1747,null
8246,2253,null
8246,225,null
8246,1395,null
8246,3448,null
8246,2414,null
8246,3098,null
8246,6797,null
8246,4174,null
8246,1961,Doctor (uncredited)
8246,3543,null
7623,68952,Ghost at Seance (uncredited)
7623,101112,null
7623,8636,null
7623,52722,null
7623,4020,null
7623,2391,null
7623,2861,null
7623,5349,null
7623,1215,null
7623,303,null
7623,1261,null
7623,6966,null
7623,4105,Hitchhiking Fisherman
138167,3047,null
57434,55100,null
57434,98175,null
57434,3616,null
57434,39,Maid of Honor (uncredited)
57434,2794,null
57434,5568,null
57434,7701,null
57434,4621,null
57434,3210,null
13488,2757,null
56755,1381,null
309,72386,null
309,89118,null
309,44694,null
309,3083,null
309,8973,Pool cleaner (uncredited)
309,5878,null
309,1844,null
309,567,null
309,617,null
309,26599,null
309,7011,Francisco Montesinos (uncredited)
309,1190,null
309,3067,null
309,33021,Passagier in Bus
309,6091,Singer
16830,4539,null
16830,6092,null
57073,2788,null
57073,6104,null
18596,8958,null
18596,3998,null
18596,1645,null
18596,3761,null
18596,230,null
18596,45987,null
18596,26562,null
18596,4503,null
18596,3206,null
18596,4041,null
101750,6124,null
40345,1688,null
40345,3745,null
40345,66915,Owls
40345,5164,null
40345,2876,null
40345,2141,null
40345,2123,null
40345,4519,null
40345,2139,null
21371,992,null
21371,4130,null
21371,3938,null
67268,4198,null
67268,91488,null
12859,2105,null
44807,4501,null
44807,3846,null
16395,1487,null
16395,2190,null
16395,279,null
16395,26472,null
11777,2868,null
11777,1984,null
67411,4221,null
67411,8884,null
67411,4663,null
67411,3591,null
109876,3691,null
57383,2250,null
57383,2915,null
74671,3843,null
33880,5248,null
128947,2077,null
128947,8823,null
92443,31035,null
27846,4167,null
27846,999,null
27846,8722,null
57359,3525,null
769,6587,null
769,2340,null
769,3252,null
769,3104,null
769,4085,null
21370,92198,null
21370,43396,null
21370,58295,null
21370,6059,null
21370,1438,null
21370,4033,null
21370,3810,null
21370,459,null
21370,196,null
21370,3505,null
21370,5334,null
21370,4487,null
21370,4000,null
1027168,6349,null
72543,4566,null
72543,4565,null
72543,6348,null
90525,4222,null
66987,2122,null
52194,1322,null
52194,3918,null
52194,4691,null
64195,4949,null
64195,1977,null
64195,3766,null
52193,2364,null
59023,110352,null
59023,26513,null
59023,8591,null
8965,53999,null
8965,2586,null
8965,191,null
8965,2745,null
8965,1299,null
92851,3041,null
92851,4532,null
58094,2801,null
58094,261,null
58094,5061,null
68381,5582,null
68381,2613,null
68381,4600,null
68381,4562,null
28904,2828,null
28904,830,null
28904,2496,null
28904,6992,null
28904,3715,Customer at Mayday
28904,2378,Angry Driver (uncredited)
58729,4673,null
58729,8266,null
15890,52456,null
15890,6322,null
15890,662,null
15890,1006,null
15890,2540,null
15890,1095,null
15890,3391,null
15890,4043,Assistant D.A.
15890,71804,null
31493,8790,Duke's Driver
31493,7878,A Thug in the Amazulu Band (uncredited)
31493,2348,Man Sitting in Mr. Head’s Room (uncredited)
31493,1965,null
31493,32515,null
107639,32825,null
11505,4002,null
11505,2134,null
11505,2918,null
11505,1968,Brian's Father (uncredited)
11505,2144,null
11505,4679,null
11505,4003,null
27538,5344,null
87565,2261,null
87565,1257,null
87565,8709,null
17554,5335,null
18254,4254,null
18254,761,null
18254,26750,null
18254,4203,null
18254,455,null
18254,487,null
18254,688,null
18254,9004,null
10723,78105,null
10723,40815,null
10723,7154,null
10723,1466,null
10723,2598,null
10723,357,null
10723,148,null
10723,6964,null
10723,1177,null
4163,7615,null
134114,36152,null
58822,1978,null
69801,8387,null
69801,2416,null
69801,4219,null
69315,3816,null
91727,7340,null
5216,70927,null
5216,50912,null
5216,63876,null
5216,53447,Guy Reading Newspaper (uncredited)
5216,99574,null
5216,6890,null
5216,34326,Phone Voice (voice)
5216,4019,Library Assistant (uncredited)
5216,6162,null
5216,1704,null
5216,2389,Man Talking to Man in Cowboy Hat (uncredited)
5216,1611,Man Behind Hotel Counter (uncredited)
5216,444,null
5216,45,null
5216,58520,Guy at Hotel (uncredited)
5216,3019,Himself (uncredited)
70835,2615,null
148119,238,null
148119,2086,null
64061,112850,null
64061,1425,null
64061,538,null
64061,252,null
64061,8623,null
64061,2758,null
64061,5033,null
64061,3211,null
41720,2380,Priest in Police Line-up
41720,2379,null
16008,3690,null
32277,3802,null
32277,204,null
32277,26554,null
32277,1379,null
16566,1055,null
16566,553,null
16566,6800,null
16566,2402,null
16566,4618,null
5045,4533,null
154,2093,null
58728,70927,null
58728,2344,null
58728,4673,null
29009,66203,null
29009,53974,null
29009,33669,null
29009,87,null
29009,1453,null
29009,3399,null
29009,2733,null
127491,6896,Himself
1223735,5433,null
5572,51086,null
5572,90870,null
5572,6884,null
5572,6281,null
5572,3950,null
5572,30816,null
5572,5414,null
5572,805,null
5572,1562,null
5572,2505,null
5572,3115,null
5572,3020,null
5572,350,null
5572,153,null
5572,4128,null
5572,2146,null
5572,3436,null
5572,3686,null
64877,84312,null
64877,8720,null
64877,6794,null
64877,7036,null
58453,2470,null
58453,26726,null
78514,5404,null
9181,65216,null
9181,49530,null
9181,82167,null
9181,142507,null
9181,7143,null
9181,647,null
9181,2334,null
9181,266,null
9181,2262,null
9181,1242,null
85365,5539,null
19798,2168,null
19798,2312,null
107482,3692,Dr. Howard
70974,4981,null
28283,75823,Social Worker (as Carmine Giovinazzo)
18356,4757,null
18356,5324,null
18356,2306,null
18356,2082,null
18356,552,null
18356,62,null
18356,1367,null
18356,4492,null
18356,4040,null
18356,4571,null
1077287,2345,null
38516,6954,Unionist (uncredited)
38516,3976,null
38516,178,null
38516,8933,null
38516,4612,null
15810,72737,null
15810,1566,null
15810,5882,null
15810,588,null
15810,2048,null
15810,2081,null
61677,2048,null
61678,2048,null
15811,72737,null
15811,1566,null
15811,5882,null
15811,588,null
15811,2048,null
15811,2081,null
129692,6473,null
129692,4522,null
52968,94480,null
52968,92954,null
52968,55232,null
52968,6996,null
52968,533,null
52968,1275,null
44847,524,null
44847,3360,null
686,2450,null
93406,6818,null
20718,563,null
20718,1132,null
20718,1131,null
98750,892,null
98750,6201,null
7879,87876,Additional Voices (voice)
7879,45517,null
7879,2355,Bug Zapper Bug #1 (voice)
7879,3114,Blue Rock 'Em Sock 'Em Robot (voice)
7879,1,Commercial Chorus #1 (voice) (uncredited)
7879,42191,null
3027,2119,Man at Bank ATM (uncredited)
121760,3491,null
44056,519,null
44056,4135,null
44056,3696,null
59622,1349,null
100053,1349,null
88164,6835,null
88164,1349,null
100054,1349,null
26502,7381,null
26502,3861,null
26502,1837,null
26502,460,null
26502,3,null
26502,1290,null
26502,2145,null
26502,4509,null
74590,2992,null
92554,840,null
92554,4812,null
69167,3819,null
19542,4006,null
64722,43838,null
64722,1980,null
11401,68486,null
11401,7163,null
11401,61026,null
11401,5420,null
11401,95,null
11401,1573,null
11401,3623,null
11401,3265,Barman
11401,464,null
11401,26585,Taiwanese Investigator
11401,6387,null
11401,1218,null
10965,70663,null
10965,74530,null
10965,135137,null
10965,3156,null
10965,4896,null
10965,5816,null
10965,40826,null
10965,2432,null
10965,2953,null
10965,500,null
10965,186,null
10965,2133,null
10965,586,null
253869,2244,null
8555,5427,null
8555,4079,null
7181,4079,null
937110,103813,Uncle Song (as Richard Park)
147095,77291,null
3776,7748,null
3776,7043,Voix de l'amant lisant Poe (voice) (uncredited)
3776,45000,null
3776,4914,Snitch
3776,86626,null
3776,1164,null
3776,1572,Langs Assistant Director
3776,31930,null
3776,680,null
3776,77291,null
86290,73531,Himself (uncredited)
86290,46544,null
86290,6465,null
86290,77291,null
65304,4811,null
65304,77291,null
77104,1654,null
77104,77291,null
22669,5180,null
22669,3539,null
22669,4587,null
22669,6125,null
22669,57845,null
22669,77291,null
95489,4081,null
23393,5312,null
23393,4766,null
23393,1598,null
23393,3274,null
23393,259,null
23393,113,null
23393,4082,null
23393,4211,null
70250,3444,null
108217,6318,null
108217,4090,null
84906,4092,null
84906,4626,null
15056,3017,null
1088198,2754,Strangling Man
716,3247,null
716,64338,null
716,1088,Cameo (uncredited)
716,5309,null
716,4578,null
75286,4101,null
7190,7102,null
7190,5337,null
83961,4104,null
83961,5585,null
83961,4502,null
51809,2449,null
42309,2451,null
92438,1988,null
31211,177,null
31211,3917,null
31211,7951,null
89467,4772,null
89467,4115,null
607,70927,null
607,50005,null
607,8983,null
607,42935,null
607,3289,null
607,7090,null
607,26788,null
607,326,null
607,30,null
607,2972,null
607,1280,null
607,26694,null
69331,2149,null
35452,5574,null
35452,7844,null
35452,26886,Shopper in mall
35452,980,Policeman
78523,3537,null
78523,4126,null
70737,4133,null
105294,3042,null
16157,7411,null
70602,3777,null
82579,8854,null
33008,7016,null
65688,2381,null
67259,26606,null
67259,64900,null
112921,3939,null
21118,51207,null
16863,107042,null
16863,133645,null
16863,56286,null
16863,5812,null
16863,2337,null
16863,3218,null
