labels,movieId,imdbId,title,tmdbId,year,countries,languages,plot,imdbRating,imdbVotes,released,runtime,poster,revenue,budget,url
Movie,2524,0072308,"Towering Inferno, The",5919,1974,USA,English,"At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",6.9,29128,1974-12-20,165,https://image.tmdb.org/t/p/w440_and_h660_face/eyuJrK2IdB01tisl2QKOoGSVXJx.jpg,116000000,14000000,https://themoviedb.org/movie/5919
Movie,2525,0080354,Alligator,33518,1980,USA,English,"A baby alligator is flushed down a Chicago toilet and survives by eating discarded laboratory rats injected with growth hormones. The small reptile grows gigantic, escapes the city sewers, and goes on a rampage.",5.9,7664,1980-07-02,91,https://image.tmdb.org/t/p/w440_and_h660_face/f8qY8U9UPdGL3zZw0N6juU3gBXd.jpg,,1500000,https://themoviedb.org/movie/33518
Movie,2526,0079550,Meteor,40160,1979,USA; Hong Kong,English; Russian,"After a collision with a comet, a nearly 8km wide piece of the asteroid Orpheus is heading toward Earth. If it hits, it will cause an incredible catastrophe which will probably extinguish...",4.9,5091,1979-10-19,108,https://image.tmdb.org/t/p/w440_and_h660_face/q2wDWmuMesugLZ4R7yCZnLGEUnh.jpg,,16000000,https://themoviedb.org/movie/40160
Movie,2527,0070909,Westworld,2362,1973,USA,English,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",7.1,25338,1973-11-21,88,https://image.tmdb.org/t/p/w440_and_h660_face/u5foSNDWFiGDT8qdqb4InPv3xau.jpg,,,https://themoviedb.org/movie/2362
Movie,2528,0074812,Logan's Run,10803,1976,USA,English,An idyllic sci-fi future has one major drawback: life must end at the age of 30.,6.8,38467,1976-06-23,119,https://image.tmdb.org/t/p/w440_and_h660_face/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg,25000000,9000000,https://themoviedb.org/movie/10803
Movie,2529,0063442,Planet of the Apes,871,1968,USA,English,"An astronaut crew crash lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",8.0,133243,1968-04-03,112,https://image.tmdb.org/t/p/w440_and_h660_face/yxZugMWLNhcwT7tUwDxUlipP0Mo.jpg,33395426,5800000,https://themoviedb.org/movie/871
Movie,2530,0065462,Beneath the Planet of the Apes,1685,1970,USA,English,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,6.1,31431,1970-05-26,95,https://image.tmdb.org/t/p/w440_and_h660_face/v1r5mBh9hxxWpvZl9G3cP7d1Mh9.jpg,18999718,3000000,https://themoviedb.org/movie/1685
Movie,2531,0069768,Battle for the Planet of the Apes,1705,1973,USA,English,"Ten years after conquering the Earth, ape leader Caesar wants the ruling apes and enslaved humans to live in peace. But warring factions of apes led by a militant gorilla general as well as various human groups threaten the stability.",5.5,22174,1973-06-15,93,https://image.tmdb.org/t/p/w440_and_h660_face/dP5dYjLp5p2CG103cJMio4Nj29d.jpg,8844595,1700000,https://themoviedb.org/movie/1705
Movie,2532,0068408,Conquest of the Planet of the Apes,1688,1972,USA,English,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",6.1,22514,1972-06-30,88,https://image.tmdb.org/t/p/w440_and_h660_face/cOJbDBeee9Ktl6oN6ZqWw8D1EJK.jpg,9700000,1700000,https://themoviedb.org/movie/1688
Movie,2533,0067065,Escape from the Planet of the Apes,1687,1971,USA,English,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",6.3,22674,1971-05-21,98,https://image.tmdb.org/t/p/w440_and_h660_face/ry0Q8G9LlABC4cBhvyCpZ9VcAH1.jpg,12348905,2500000,https://themoviedb.org/movie/1687
Movie,2534,0077189,Avalanche,166680,1978,USA,English,The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort. Their holiday then turns into a game of survival.,4.2,628,1978-09-29,91,https://image.tmdb.org/t/p/w440_and_h660_face/8IJ9ds4xTypbEmjJCFTiQ4ilrfE.jpg,,6500000,https://themoviedb.org/movie/166680
Movie,2535,0071455,Earthquake,11123,1974,USA,English,Various stories of various people as an earthquake of un-imagineable magnitude hits Los Angeles.,5.8,9909,1974-11-15,123,https://image.tmdb.org/t/p/w440_and_h660_face/sdXxWyGPVMu5MVB43i1Ff6EEQom.jpg,79666653,7000000,https://themoviedb.org/movie/11123
Movie,2536,0078740,"Concorde: Airport '79, The",29723,1979,USA,English; French; Spanish,"American based Federation World Airlines has just acquired a Concorde jet, which will make its inaugural commercial flight from Washington D.C. to Paris and then to Moscow as a goodwill ...",4.3,3933,1979-08-17,113,https://image.tmdb.org/t/p/w440_and_h660_face/bsKUgMi01dme7IDdEWRJSMBNj6R.jpg,13015688,14000000,https://themoviedb.org/movie/29723
Movie,2537,0078856,Beyond the Poseidon Adventure,31638,1979,USA,English,"Adventurers return to the overturned ship, seeking a fortune.",4.4,3563,1979-05-18,114,https://image.tmdb.org/t/p/w440_and_h660_face/zaLLaf4Ugl3koI9f2QZmHfQnRow.jpg,,,https://themoviedb.org/movie/31638
Movie,2539,0122933,Analyze This,9535,1999,USA; Australia,English,A comedy about a psychiatrist whose number one-patient is an insecure mob boss.,6.7,120834,1999-03-05,103,https://image.tmdb.org/t/p/w440_and_h660_face/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,176885658,80000000,https://themoviedb.org/movie/9535
Movie,2540,0142192,"Corruptor, The",9455,1999,USA,English; Cantonese,"With the aid from a NYC policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things complicate when the Triads try to bribe the policeman.",6.0,15143,1999-03-12,110,https://image.tmdb.org/t/p/w440_and_h660_face/ab5XxKzpBkpGkEFJq6t0SiQUWgw.jpg,15156200,25000000,https://themoviedb.org/movie/9455
Movie,2541,0139134,Cruel Intentions,796,1999,USA,English; Vietnamese; French,Two wealthy step-siblings of an elite Manhattan prep school make a wager: to de-flower the new headmaster's daughter before the start of term.,6.9,145509,1999-03-05,97,https://image.tmdb.org/t/p/w440_and_h660_face/MMgPrd97k2SRsF1NlPPirRjHZ5.jpg,75902208,10500000,https://themoviedb.org/movie/796
Movie,2542,0120735,"Lock, Stock & Two Smoking Barrels",100,1998,UK,English,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",8.2,401282,1998-08-28,107,https://image.tmdb.org/t/p/w440_and_h660_face/8kSerJrhrJWKLk1LViesGcnrUPE.jpg,28356188,1350000,https://themoviedb.org/movie/100
Movie,2545,0159696,Relax... It's Just Sex,84586,1998,USA,English,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back...",7.0,1386,1998-06-10,110,https://image.tmdb.org/t/p/w440_and_h660_face/di9wewcxuUVaaBth4uQhwy05Nq0.jpg,,,https://themoviedb.org/movie/84586
Movie,2546,0120646,"Deep End of the Ocean, The",30943,1999,USA,English,"The Deep End of The Ocean is a film about a family's reaction when Ben, the youngest son is kidnapped and then found nine years later, living in the same town, where his family had just moved.",6.3,10169,1999-03-12,106,https://image.tmdb.org/t/p/w440_and_h660_face/76if8NolMAGZiRw1sQGDD6MCHBB.jpg,28121100,38000000,https://themoviedb.org/movie/30943
Movie,2548,0144814,"Rage: Carrie 2, The",7341,1999,USA,English,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers.",4.6,12825,1999-03-12,104,https://image.tmdb.org/t/p/w440_and_h660_face/fiGEbHu1CzpTpo4fiAZqXlMJPle.jpg,17762705,21000000,https://themoviedb.org/movie/7341
Movie,2549,0131646,Wing Commander,10350,1999,USA; Luxembourg,English,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.",4.1,14503,1999-03-12,100,https://image.tmdb.org/t/p/w440_and_h660_face/wdDI3EJzyfscgLeK4J9B2PnCG45.jpg,,30000000,https://themoviedb.org/movie/10350
Movie,2550,0057129,"Haunting, The",11772,1963,UK; USA,English,A scientist doing research on the paranormal invites two women to a haunted mansion. One of the participants soon starts losing her mind.,7.6,25522,1963-09-18,112,https://image.tmdb.org/t/p/w440_and_h660_face/uZdZko5tiIrGnrSfmYVSRIi7dxL.jpg,,,https://themoviedb.org/movie/11772
Movie,2551,0094964,Dead Ringers,9540,1988,Canada; USA,English,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.",7.3,28290,1988-09-23,116,https://image.tmdb.org/t/p/w440_and_h660_face/5eupRM8udjBE17SBNjb5AHr6V8o.jpg,8038508,13000000,https://themoviedb.org/movie/9540
Movie,2552,0107626,My Boyfriend's Back,31503,1993,USA,English,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the...",5.3,3236,1993-08-06,85,https://image.tmdb.org/t/p/w440_and_h660_face/oSPIGBTHkbVUHnkXY9KdVQ8lDQO.jpg,3335984,,https://themoviedb.org/movie/31503
Movie,2553,0054443,Village of the Damned,11773,1960,UK; USA,English,"In the English village of Midwich, the blond-haired, glowing-eyed children of uncertain paternity prove to have frightening powers.",7.3,10468,1960-12-07,77,https://image.tmdb.org/t/p/w440_and_h660_face/8aKOlvk7GGwprapNJQ4EzsbESZ1.jpg,,200000,https://themoviedb.org/movie/11773
Movie,2554,0056931,Children of the Damned,30202,1964,UK,English; Russian,"Scientists discovers that there are six children who each have an enormous intelligence. The children are flown to London to be studied, but they each escape their embassy and gather in a ...",6.2,2809,1964-01-29,90,https://image.tmdb.org/t/p/w440_and_h660_face/vbdin10V2oeyrkK87Ma4KasqgsK.jpg,,,https://themoviedb.org/movie/30202
Movie,2555,0118665,Baby Geniuses,22345,1999,USA,English,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",2.5,18655,1999-03-12,97,https://image.tmdb.org/t/p/w440_and_h660_face/frdqQ69WrZm4pCYVefvsyQdb1ZO.jpg,36450736,12000000,https://themoviedb.org/movie/22345
Movie,2557,0157016,I Stand Alone (Seul contre tous),1567,1998,France,French,A horse meat butcher's life and mind begins to breakdown as he lashes out against various factions of society while attempting to reconnect with his estranged daughter.,7.5,13283,1999-02-17,93,https://image.tmdb.org/t/p/w440_and_h660_face/r4e2kbQkNSx3zpCRPHP28c3zeaA.jpg,,,https://themoviedb.org/movie/1567
Movie,2558,0141098,Forces of Nature,1641,1999,USA,English,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,5.4,26085,1999-03-19,105,https://image.tmdb.org/t/p/w440_and_h660_face/gWweBW5KsJltloutMp7GCCVyNxr.jpg,93888180,75000000,https://themoviedb.org/movie/1641
Movie,2559,0160429,"King and I, The",47288,1999,USA,English,"Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.",4.0,2901,1999-03-19,87,https://image.tmdb.org/t/p/w440_and_h660_face/kbEA2LEFh1MX9EraNQSiq9ajs24.jpg,12000000,25000000,https://themoviedb.org/movie/47288
Movie,2560,0129332,Ravenous,10212,1999,Czech Republic; UK; USA,English; Italian; Spanish; Washoe,"In a remote military outpost in the 19th Century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",7.1,29215,1999-03-19,101,https://image.tmdb.org/t/p/w440_and_h660_face/6tJc9vIVYctNCajC1dU1oVcmIsD.jpg,,12000000,https://themoviedb.org/movie/10212
Movie,2561,0139668,True Crime,10354,1999,USA,English,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,6.6,24790,1999-03-19,127,https://image.tmdb.org/t/p/w440_and_h660_face/aZnlxXwMgk68gIKezbMkzKY8eyi.jpg,,,https://themoviedb.org/movie/10354
Movie,2562,0118682,Bandits,11526,1997,Germany; France,German; English,Four female cons who have formed a band in prison get a chance to play at a police ball outside the walls. They take the chance to escape. Being on the run from the law they even make it to...,6.4,2631,1997-07-03,110,https://image.tmdb.org/t/p/w440_and_h660_face/nt1Y2vVfzeHQa6RNvLw7Hcq5kIv.jpg,,,https://themoviedb.org/movie/11526
Movie,2563,0118892,Dangerous Beauty,8583,1998,USA,English,"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",7.3,11985,1998-02-20,111,https://image.tmdb.org/t/p/w440_and_h660_face/vfDOoEx8igb6L4lO6VnXciv53Gr.jpg,4530929,111,https://themoviedb.org/movie/8583
Movie,2565,0049408,"King and I, The",16520,1956,USA,English; Thai,A widow accepts a job as a live-in governess to the King of Siam's children.,7.5,18604,1956-06-29,133,https://image.tmdb.org/t/p/w440_and_h660_face/v3sj9BKlV38Yk0MqQMBdNVtZAhr.jpg,21300000,4550000,https://themoviedb.org/movie/16520
Movie,2566,0187819,Doug's 1st Movie,16508,1999,USA,English,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,5.0,2388,1999-03-26,77,https://image.tmdb.org/t/p/w440_and_h660_face/dhdOm0oF2CkOMl7LaU6nyv6FULg.jpg,,,https://themoviedb.org/movie/16508
Movie,2567,0131369,EDtv,11374,1999,USA,English,A video store clerk agrees to have his life filmed by a camera crew for a television show.,6.1,35013,1999-03-26,122,https://image.tmdb.org/t/p/w440_and_h660_face/xnnjoMONNamGU6ZX6acbcxyOKv1.jpg,,80000000,https://themoviedb.org/movie/11374
Movie,2568,0120757,"Mod Squad, The",16379,1999,USA,English,"Three minor delinquints (Danes, Ribisi, and Epps) are recruited by a cop (Farina) working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above ...",4.2,7634,1999-03-26,92,https://image.tmdb.org/t/p/w440_and_h660_face/7c20VEblNKkDiBuA6bE6kbeHqHa.jpg,13260050,50000000,https://themoviedb.org/movie/16379
Movie,2569,0122906,Among Giants,125123,1998,UK,English,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a ...",5.9,803,1999-04-01,93,https://image.tmdb.org/t/p/w440_and_h660_face/u90H3K6XeQEzECkarfysZ2p5IZE.jpg,,,https://themoviedb.org/movie/125123
Movie,2570,0120613,"Walk on the Moon, A",28029,1999,Australia; USA,English,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,6.6,6636,1999-04-23,107,https://image.tmdb.org/t/p/w440_and_h660_face/eqFqndNrrOq4SjMGkQMSL9VMlzO.jpg,,14000000,https://themoviedb.org/movie/28029
Movie,2571,0133093,"Matrix, The",603,1999,USA; Australia,English,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,8.7,1163136,1999-03-31,136,https://image.tmdb.org/t/p/w440_and_h660_face/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,463517383,63000000,https://themoviedb.org/movie/603
Movie,2572,0147800,10 Things I Hate About You,4951,1999,USA,English; French,"A new kid must find a guy to date the meanest girl in school, the older sister of the girl he has a crush on, who cannot date until her older sister does.",7.2,213405,1999-03-31,97,https://image.tmdb.org/t/p/w440_and_h660_face/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,53478166,16000000,https://themoviedb.org/movie/4951
Movie,2573,0120274,Tango,65749,1998,Spain; Argentina,Spanish,"Mario Suarez is a forty-something tango artist, whose wife Laura has left him. He leaves his apartment and starts preparing a film about tango.",7.2,2373,1999-02-12,115,https://image.tmdb.org/t/p/w440_and_h660_face/87Ze0JLbWYuYbWc1qf6aGxHipnI.jpg,,,https://themoviedb.org/movie/65749
Movie,2574,0129280,"Out-of-Towners, The",8970,1999,USA,English,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",5.3,10131,1999-04-02,90,https://image.tmdb.org/t/p/w440_and_h660_face/wOmLJYh7oOfATE236XpoDfcXhOh.jpg,29000000,75000000,https://themoviedb.org/movie/8970
Movie,2575,0120449,"Dreamlife of Angels, The (Vie rêvée des anges, La)",9840,1998,France,French,"In Lille, two penniless young women with few prospects become friends. Isa moves in with Marie, who's flat-sitting for a mother and child in hospital in comas following a car crash. Isa is ...",7.5,6561,1998-09-16,113,https://image.tmdb.org/t/p/w440_and_h660_face/4VLcBp1n0vSsfjAnbMT64oLj2Aa.jpg,,500000,https://themoviedb.org/movie/9840
Movie,2577,0119665,Metroland,30950,1997,Spain; France; UK,English,"The sudden reappearance of his best friend Toni, after ten years absence, causes Chris to remember his past, to question some of his lifestyle decisions and to re-evaluate his life and marriage to Marion.",6.4,2799,1998-08-21,101,https://image.tmdb.org/t/p/w440_and_h660_face/qUFYBfOY3Ec2S6PR6apgFwfR6je.jpg,,,https://themoviedb.org/movie/30950
Movie,2579,0154506,Following,11660,1998,UK,English,A young writer who follows strangers for material meets a thief who takes him under his wing.,7.6,63401,1999-11-05,69,https://image.tmdb.org/t/p/w440_and_h660_face/lK9LE5D67HNyPlhJcjKAgnRh0OO.jpg,48482,6000,https://themoviedb.org/movie/11660
Movie,2580,0139239,Go,9430,1999,USA,English,"Go! tells the story of the events after a drug deal, told from three different points of view.",7.3,58671,1999-04-09,102,https://image.tmdb.org/t/p/w440_and_h660_face/wm85zKhZEXmY9BMJUVx8hoo3Ovp.jpg,28451622,6500000,https://themoviedb.org/movie/9430
Movie,2581,0151738,Never Been Kissed,11355,1999,USA,English,A journalist enrolls in her old highschool as part of her research for a story.,6.0,66124,1999-04-09,107,https://image.tmdb.org/t/p/w440_and_h660_face/6BngDhDNfbBjhVFWDT2yMve32vi.jpg,84565230,25000000,https://themoviedb.org/movie/11355
Movie,2582,0105399,Twin Dragons (Shuang long hui),18764,1992,Hong Kong,Cantonese,"Two twins are separated at birth, one becoming a streetwise mechanic and the other an acclaimed classical concert conductor. Finally meeting in adulthood they each become mistaken for the other and entangled in each other's world.",6.4,8210,1999-04-09,100,https://image.tmdb.org/t/p/w440_and_h660_face/AlO1QDjzyhhH0Zji56zjqQAfVGc.jpg,,10000000,https://themoviedb.org/movie/18764
Movie,2583,0126250,Cookie's Fortune,9465,1999,USA,English,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,7.0,11064,1999-04-16,118,https://image.tmdb.org/t/p/w440_and_h660_face/3ZCLVOfEyGowLWsgOF4vn6vjRsJ.jpg,10920544,10000000,https://themoviedb.org/movie/9465
Movie,2585,0133363,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",1414,1998,Spain; France,Spanish; English,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a ...",7.8,14974,1998-09-04,112,https://image.tmdb.org/t/p/w440_and_h660_face/8m8UOZbj14ZlgMbldsJ0fOcs6Fw.jpg,,,https://themoviedb.org/movie/1414
Movie,2586,0119219,Goodbye Lover,49981,1998,USA; Germany,English,"Ben and Sandra are hot and provocative lovers, but Sandra is unfortunately married to Ben's younger brother Jake, and soon Jake will find out about Ben.",5.7,2807,1999-04-16,102,https://image.tmdb.org/t/p/w440_and_h660_face/gWwdtbnObvajziUGvXoLYskNSDr.jpg,,20000000,https://themoviedb.org/movie/49981
Movie,2587,0123964,Life,6522,1999,USA,English,The story of wrongfully convicted men (Eddie Murphy and Martin Lawrence) who discover the value of life after serving 65 years in prison.,6.7,33181,1999-04-16,108,https://image.tmdb.org/t/p/w440_and_h660_face/mMTrgEhGrHzin07P5G6BPVw9XuW.jpg,73521587,80000000,https://themoviedb.org/movie/6522
Movie,2589,0143261,Friends & Lovers,114719,1999,USA,English,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad ...",4.5,1268,1999-04-16,103,https://image.tmdb.org/t/p/w440_and_h660_face/5zh1PQPN7dl8BX2zdaEYyiNRNXp.jpg,94633,,https://themoviedb.org/movie/114719
Movie,2590,0136244,Hideous Kinky,10209,1998,UK; France,English; French; Arabic,"Hideous Kinky is the story of two sisters (seven and five years old) traveling with their hippie mother from London to Morocco. They encounter many adventures, new experiences, and ...",6.1,5428,1999-01-13,98,https://image.tmdb.org/t/p/w440_and_h660_face/nmBd7dBSe0dwlgUzkqN6rK1rqA2.jpg,1263279,12000000,https://themoviedb.org/movie/10209
Movie,2594,0125659,Open Your Eyes (Abre los ojos),1902,1997,Spain; France; Italy,Spanish,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",7.8,51471,1997-12-19,117,https://image.tmdb.org/t/p/w440_and_h660_face/yjoxqDvmpst3ZFMA4r7v9zaAFdk.jpg,368234,2900000,https://themoviedb.org/movie/1902
Movie,2596,0133189,SLC Punk!,6396,1998,USA,English,In the early 1980s Stevo and Heroin Bob are the only two dedicated punks in conservative Salt Lake City.,7.5,21702,1999-04-16,97,https://image.tmdb.org/t/p/w440_and_h660_face/7u3IZPuIOPjICi55K7cJgzV3e3B.jpg,299200,,https://themoviedb.org/movie/6396
Movie,2597,0120836,Lost & Found,39964,1999,USA,English,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero. Unfortunately, things do not work out as planned.",5.0,5482,1999-04-23,95,https://image.tmdb.org/t/p/w440_and_h660_face/jaylLo7TsJrJriNVGf72Asen1Fr.jpg,100,1,https://themoviedb.org/movie/39964
Movie,2598,0120797,Pushing Tin,12596,1999,USA; Germany,English; French,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives.",6.0,24445,1999-04-23,124,https://image.tmdb.org/t/p/w440_and_h660_face/hphavCiwhpDTDVZ5ElkbV0sEnux.jpg,8408835,33000000,https://themoviedb.org/movie/12596
Movie,2599,0126886,Election,9451,1999,USA,English; Spanish,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",7.3,71977,1999-05-07,103,https://image.tmdb.org/t/p/w440_and_h660_face/5gPOFU6IPvDrx50XaPCK4twNw79.jpg,,,https://themoviedb.org/movie/9451
Movie,2600,0120907,eXistenZ,1946,1999,Canada; UK,English,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,6.8,75624,1999-04-23,97,https://image.tmdb.org/t/p/w440_and_h660_face/kETKF0JhdTPn1knci8CAdYL0d79.jpg,2856712,15000000,https://themoviedb.org/movie/1946
Movie,2605,0137494,Entrapment,1844,1999,USA; UK; Germany,English,An insurance agent is sent by her employer to track down and help capture an art thief.,6.2,85564,1999-04-30,113,https://image.tmdb.org/t/p/w440_and_h660_face/onEHQY4M22CluNfocJRGsVg0dK6.jpg,212404396,66000000,https://themoviedb.org/movie/1844
Movie,2606,0138510,Idle Hands,6552,1999,USA,English,Lazy Anton's right hand becomes possessed with murderous intent.,6.2,33174,1999-04-30,92,https://image.tmdb.org/t/p/w440_and_h660_face/mCO4gU1lkViGXTkoRBEYrvjDIJu.jpg,4152230,25000000,https://themoviedb.org/movie/6552
Movie,2607,0162973,Get Real,24584,1998,UK,English,A tenderly romantic coming-of-age story as two boys in a British school fall in love.,7.7,10251,1999-04-30,108,https://image.tmdb.org/t/p/w440_and_h660_face/k7KCBnt1VXFhPjoTSt4MePr1MpI.jpg,,,https://themoviedb.org/movie/24584
Movie,2609,0115669,"King of Masks, The (Bian Lian)",25471,1996,China; Hong Kong,Mandarin,Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son ...,7.6,2738,1997-05-17,91,https://image.tmdb.org/t/p/w440_and_h660_face/w3fOMjcR74WdZlYOyug6Q7H1XmU.jpg,1,,https://themoviedb.org/movie/25471
Movie,2610,0138874,Three Seasons,4154,1999,Vietnam; USA,English; Vietnamese,"An American in Ho Chi Minh City looks for a daughter he fathered during the war. He meets Woody, a child who's a street vendor, and when Woody's case of wares disappears, he thinks the ...",7.3,2716,1999-04-30,104,https://image.tmdb.org/t/p/w440_and_h660_face/uGN88OgbDKml5hTILihzUIn582I.jpg,,,https://themoviedb.org/movie/4154
Movie,2611,0155388,"Winslow Boy, The",28519,1999,UK; USA,English,"Early 20th century England: while toasting his daughter Catherine's engagement, Arthur Winslow learns the royal naval academy expelled his 14-year-old son, Ronnie, for stealing five ...",7.4,6385,1999-10-29,104,https://image.tmdb.org/t/p/w440_and_h660_face/qKUUT3QKsShXloZiF88IdT5g64N.jpg,,,https://themoviedb.org/movie/28519
Movie,2612,0037913,Mildred Pierce,3309,1945,USA,English,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,8.0,15387,1945-10-20,111,https://image.tmdb.org/t/p/w440_and_h660_face/3bqF5bJPjeITNeC8ydbUOQZfuqP.jpg,5638000,1453000,https://themoviedb.org/movie/3309
Movie,2613,0087799,Night of the Comet,18462,1984,USA,English,"A comet wipes out most of life on Earth, leaving two Valley Girls to fight the evil types who survive.",6.4,12444,1984-11-16,95,https://image.tmdb.org/t/p/w440_and_h660_face/ApsIH2GsVwJ2NRuXRaT5dyxKFdl.jpg,14418922,3000000,https://themoviedb.org/movie/18462
Movie,2615,0089652,My Science Project,18252,1985,USA,English,"A high school student and his friend find a strange, orb-like piece of equipment to use as a science project, but must stop it when it begins to threaten mankind.",6.0,3812,1985-08-09,94,https://image.tmdb.org/t/p/w440_and_h660_face/qdbHpJAhA9p6qPrSMXPLTj1vatD.jpg,4122748,,https://themoviedb.org/movie/18252
Movie,2616,0099422,Dick Tracy,8592,1990,USA,English,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,6.1,46810,1990-06-15,105,https://image.tmdb.org/t/p/w440_and_h660_face/xY6D5Ti44xuwzCkmf6Ygbj86BkP.jpg,103738726,47000000,https://themoviedb.org/movie/8592
Movie,2617,0120616,"Mummy, The",564,1999,USA,English; Egyptian (Ancient); Arabic,An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a mummy.,7.0,308691,1999-05-07,125,https://image.tmdb.org/t/p/w440_and_h660_face/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,415885488,80000000,https://themoviedb.org/movie/564
Movie,2618,0118826,"Castle, The",13852,1997,Australia,English,"A working-class family from Melbourne, Australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion.",7.8,11504,1999-05-07,85,https://image.tmdb.org/t/p/w440_and_h660_face/j8ucmhn50vuwwbuqcP4X08O6Koi.jpg,861789,786675,https://themoviedb.org/movie/13852
Movie,2620,0120865,This Is My Father,25232,1998,Ireland; Canada,English,"Widowed Kieran Johnson is a lonely, middle-aged, Chicago-based high school history teacher who feels disconnected to his life. He decides to take a trip to his mother's small old hometown ...",7.1,1487,1999-05-07,119,https://image.tmdb.org/t/p/w440_and_h660_face/xKOdv0qSUFLcMpHftpk19M0G5DA.jpg,,,https://themoviedb.org/movie/25232
Movie,2621,0115005,Xiu Xiu: The Sent-Down Girl (Tian yu),33194,1998,Hong Kong; USA; Taiwan,Mandarin,Young teen girl Xiu Xiu is sent away to a remote corner of the Sichuan steppes for manual labor in 1975 (sending young people to there was a part of Cultural Revolution in China). A year ...,7.5,2689,2000-11-16,99,https://image.tmdb.org/t/p/w440_and_h660_face/oJ2kQmP4doYE4ErUvpbUXAdu5Ei.jpg,,,https://themoviedb.org/movie/33194
